OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
702,1564218,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1605,2022/01/04 00:32:00+00
703,1564219,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3B,0767,2022/01/11 01:05:00+00
704,1564220,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1409,2022/01/10 19:32:00+00
705,1564223,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3A,0784,2022/01/05 04:43:00+00
706,1564225,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0903,2022/01/09 23:16:00+00
707,1564226,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0844,2022/01/08 11:30:00+00
708,1564228,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1116,2022/01/09 18:42:00+00
709,1564229,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,0709,2022/01/06 15:13:00+00
710,1564230,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1116,2022/01/09 13:00:00+00
711,1564234,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1134,2022/01/09 18:14:00+00
712,1564235,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0747,2022/01/06 19:04:00+00
713,1564236,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,1116,2022/01/09 13:10:00+00
714,1564237,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2022/01/09 12:58:00+00
715,1564238,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0231,2022/01/09 15:53:00+00
716,1564239,1313,25,ASSAULT,368(C) CAUSE PAIN/INJ TO ELDER,1,1B,0421,2022/01/09 19:50:00+00
717,1564240,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4A,0909,2022/01/09 07:10:00+00
718,1564243,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,2022/01/07 08:14:00+00
719,1564247,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,1,1A,0327,2022/01/09 07:10:00+00
720,1564248,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0775,2022/01/07 22:46:00+00
721,1564249,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2C,0625,2022/01/10 19:47:00+00
722,1564251,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0422,2022/01/10 14:56:00+00
723,1564253,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0620,2022/01/07 18:53:00+00
724,1564254,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0603,2022/01/09 04:39:00+00
725,1564255,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1011,2022/01/09 04:31:00+00
726,1564256,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4A,0909,2022/01/08 03:29:00+00
727,1564257,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2C,0615,2022/01/09 03:30:00+00
728,1564259,5707,0,PRIVACY,602 PC TRESPASS,1,1A,0337,2022/01/10 18:33:00+00
729,1564260,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1B,0435,2022/01/10 16:55:00+00
730,1564267,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0503,2022/01/10 01:00:00+00
731,1564268,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2C,0615,2022/01/06 12:40:00+00
732,1564273,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2A,0504,2022/01/09 02:10:00+00
733,1564274,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1445,2022/01/05 23:00:00+00
734,1564276,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0785,2022/01/08 22:00:00+00
735,1564277,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1018,2022/01/09 04:37:00+00
736,1564281,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1448,2022/01/07 22:33:00+00
737,1564282,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1326,2022/01/11 05:10:00+00
738,1564293,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1255,2022/01/10 07:46:00+00
739,1564296,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1406,2022/01/10 19:46:00+00
740,1564297,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1359,2022/01/11 01:45:00+00
741,1564299,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1113,2022/01/10 07:45:00+00
742,1564301,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0717,2022/01/11 00:59:00+00
743,1564302,5404,01,TRAFFIC,23152(B) DUI BAC >.08,2,2B,0546,2022/01/11 08:28:00+00
744,1564303,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,6,6A,1041,2022/01/11 04:10:00+00
745,1564305,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0509,2022/01/10 06:13:00+00
746,1564309,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0784,2022/01/03 11:12:00+00
747,1564310,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0333,2022/01/05 20:10:00+00
748,1564311,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0327,2022/01/07 20:14:00+00
749,1564312,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0333,2022/01/07 05:00:00+00
750,1564313,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0724,2022/01/07 00:00:00+00
751,1564315,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1065,2022/01/11 06:00:00+00
752,1564320,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1247,2022/01/11 02:55:00+00
753,1564321,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,6,6B,1401,2022/01/10 18:49:00+00
754,1564322,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1003,2022/01/10 23:00:00+00
755,1564323,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0742,2022/01/11 03:26:00+00
756,1564324,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0613,2022/01/11 06:13:00+00
757,1564326,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,2,2A,0232,2022/01/11 09:35:00+00
758,1564327,1212,0,ROBBERY,215(A) PC CARJACKING,6,6D,0844,2022/01/11 07:11:00+00
759,1564328,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1647,2022/01/11 00:36:00+00
760,1564329,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0741,2022/01/10 22:14:00+00
761,1564331,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1113,2022/01/04 14:00:00+00
762,1564332,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,0877,2022/01/01 08:30:00+00
763,1564333,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0703,2022/01/11 01:37:00+00
764,1564334,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0303,2022/01/06 20:00:00+00
765,1564335,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0908,2022/01/08 00:30:00+00
766,1564336,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0422,2022/01/08 01:30:00+00
767,1564337,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1614,2022/01/08 13:08:00+00
768,1564338,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0735,2022/01/07 15:27:00+00
769,1564339,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0625,2022/01/08 19:30:00+00
770,1564341,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0447,2022/01/09 01:25:00+00
771,1564342,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1292,2022/01/09 08:00:00+00
772,1564343,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0541,2022/01/08 11:00:00+00
773,1564344,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1279,2022/01/08 22:20:00+00
774,1564347,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0747,2022/01/09 14:33:00+00
775,1564348,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0234,2022/01/10 11:47:00+00
776,1564351,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1C,0429,2022/01/09 05:30:00+00
777,1564352,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6B,1084,2022/01/10 19:37:00+00
778,1564355,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0516,2022/01/11 07:00:00+00
779,1564360,1399,6,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,6,6A,1015,2022/01/11 13:16:00+00
780,1564361,5212,57,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,1,1A,0344,2022/01/11 07:30:00+00
781,1564365,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0625,2022/01/09 02:00:00+00
782,1564368,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0888,2022/01/07 01:20:00+00
783,1564369,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0513,2022/01/11 03:42:00+00
784,1564370,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0735,2022/01/08 19:05:00+00
785,1564371,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0737,2022/01/08 21:40:00+00
786,1564372,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0557,2022/01/08 00:40:00+00
787,1564374,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0744,2022/01/01 08:05:00+00
788,1564375,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0564,2022/01/11 02:59:00+00
789,1564376,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,2022/01/10 20:53:00+00
790,1564377,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0556,2022/01/11 02:47:00+00
791,1564378,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1622,2022/01/08 20:00:00+00
792,1564379,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1152,2022/01/10 01:30:00+00
793,1564380,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3B,0768,2022/01/08 14:15:00+00
794,1564381,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3B,0768,2022/01/08 18:40:00+00
795,1564382,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0741,2022/01/08 03:30:00+00
796,1564383,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0824,2022/01/08 21:00:00+00
797,1564384,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1407,2022/01/08 01:00:00+00
798,1564385,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,0888,2022/01/11 15:22:00+00
799,1564386,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0136,2022/01/07 03:10:00+00
800,1564388,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0734,2022/01/08 04:30:00+00
801,1564389,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,0701,2022/01/09 16:21:00+00
802,1564391,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0553,2022/01/10 18:47:00+00
803,1564392,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1146,2022/01/11 18:40:00+00
804,1564398,4902,0,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,3,3A,0762,2022/01/12 00:00:00+00
805,1564400,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0552,2022/01/11 21:09:00+00
806,1564401,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0969,2022/01/12 00:28:00+00
807,1564402,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,UI,UI,UI,2022/01/12 00:49:00+00
808,1564403,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0768,2022/01/11 18:21:00+00
809,1564404,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0237,2022/01/11 18:13:00+00
810,1564405,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0734,2022/01/10 15:20:00+00
811,1564406,7399,133,SAC CITY CODE,13.10.140 BURY/BURN IN CITY,3,3A,0715,2022/01/09 18:36:00+00
812,1564407,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,1621,2022/01/09 22:35:00+00
813,1564410,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0905,2022/01/11 20:46:00+00
814,1564415,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2B,0544,2022/01/12 02:00:00+00
815,1564416,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0428,2022/01/12 01:00:00+00
816,1564421,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5A,1383,2022/01/07 08:00:00+00
817,1564430,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0906,2022/01/11 05:11:00+00
818,1564432,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1391,2022/01/02 18:39:00+00
819,1564436,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1007,2022/01/08 04:29:00+00
820,1564438,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0732,2022/01/08 02:13:00+00
821,1564439,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3B,0748,2022/01/01 09:23:00+00
822,1564446,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6B,1087,2022/01/09 03:30:00+00
823,1564453,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0767,2022/01/11 20:00:00+00
824,1564458,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/12 19:52:00+00
825,1564461,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2C,0567,2022/01/11 04:53:00+00
826,1564462,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,6,6C,1403,2022/01/06 07:49:00+00
827,1564463,2310,1,LARCENY,530.5(E) PC THEFT OF MAIL,4,4B,1356,2022/01/12 00:00:00+00
828,1564465,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/12 21:37:00+00
829,1564467,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1117,2022/01/10 02:00:00+00
830,1564468,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0337,2022/01/11 17:41:00+00
831,1564470,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,1351,2022/01/12 16:00:00+00
832,1564472,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0907,2022/01/01 21:38:00+00
833,1564473,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,0763,2022/01/11 19:51:00+00
834,1564477,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 00:26:00+00
835,1564478,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0422,2022/01/07 07:00:00+00
836,1564479,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 00:34:00+00
837,1564482,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,1102,2022/01/10 06:00:00+00
838,1564484,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0768,2022/01/12 05:38:00+00
839,1564485,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 02:01:00+00
840,1564486,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,0426,2022/01/12 07:52:00+00
841,1564487,5212,82,WEAPON OFFENSE,29825(B) POSS FIREARM R/O,5,5C,1623,2022/01/12 04:26:00+00
842,1564488,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0224,2022/01/12 10:03:00+00
843,1564489,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0525,2022/01/12 01:00:00+00
844,1564490,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5A,1391,2022/01/12 10:12:00+00
845,1564491,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 02:43:00+00
846,1564494,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 03:10:00+00
847,1564496,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2A,0506,2022/01/12 09:31:00+00
848,1564497,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0307,2022/01/08 00:00:00+00
849,1564498,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,1,1B,0444,2022/01/08 00:27:00+00
850,1564499,5499,451,TRAFFIC,14601.1(A) SUSP LIC-OTHER,2,2A,0510,2022/01/11 20:17:00+00
851,1564500,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1B,0440,2022/01/11 19:13:00+00
852,1564504,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0418,2022/01/11 16:21:00+00
853,1564506,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0752,2022/01/11 16:04:00+00
854,1564511,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2022/01/11 11:19:00+00
855,1564512,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,1,1B,0435,2022/01/11 09:50:00+00
856,1564514,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0444,2022/01/11 00:00:00+00
857,1564516,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0602,2022/01/11 05:01:00+00
858,1564519,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0703,2022/01/11 01:02:00+00
859,1564520,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0703,2022/01/10 04:00:00+00
860,1564523,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5A,1364,2022/01/09 23:07:00+00
861,1564525,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3B,0746,2022/01/06 22:06:00+00
862,1564530,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,4,4C,1279,2022/01/12 03:11:00+00
863,1564532,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0214,2022/01/10 23:07:00+00
864,1564538,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2022/01/11 23:15:00+00
865,1564539,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6D,0835,2022/01/11 04:43:00+00
866,1564540,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0928,2022/01/08 12:00:00+00
867,1564541,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0443,2022/01/08 08:00:00+00
868,1564542,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,1,1B,0402,2022/01/08 04:49:00+00
869,1564543,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1261,2022/01/10 23:25:00+00
870,1564546,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5C,1623,2022/01/13 04:16:00+00
871,1564547,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2022/01/10 01:00:00+00
872,1564548,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3A,0704,2022/01/13 08:26:00+00
873,1564549,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1405,2022/01/13 00:06:00+00
874,1564550,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4A,0947,2022/01/05 03:12:00+00
875,1564551,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3B,0766,2022/01/13 04:34:00+00
876,1564552,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0736,2022/01/10 22:00:00+00
877,1564554,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5B,1621,2022/01/12 04:38:00+00
878,1564555,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1621,2022/01/11 23:20:00+00
879,1564556,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0909,2022/01/11 08:30:00+00
880,1564557,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1C,0419,2022/01/07 18:45:00+00
881,1564558,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6B,1006,2022/01/11 22:25:00+00
882,1564560,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6D,0847,2022/01/10 22:37:00+00
883,1564561,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1621,2022/01/04 16:00:00+00
884,1564562,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0735,2022/01/11 16:30:00+00
885,1564563,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0531,2022/01/09 13:48:00+00
886,1564565,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0506,2022/01/13 00:30:00+00
887,1564566,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0778,2022/01/11 08:30:00+00
888,1564567,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,1,1A,0313,2022/01/13 05:52:00+00
889,1564568,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6E,0877,2022/01/07 14:01:00+00
890,1564569,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1401,2022/01/09 18:00:00+00
891,1564570,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0736,2022/01/09 06:05:00+00
892,1564571,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0521,2022/01/11 19:08:00+00
893,1564572,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0847,2022/01/11 11:45:00+00
894,1564574,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0442,2022/01/03 20:30:00+00
895,1564576,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1443,2022/01/11 09:09:00+00
896,1564577,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0846,2022/01/11 04:26:00+00
897,1564579,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3M,0744,2022/01/03 20:38:00+00
898,1564581,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1402,2022/01/13 04:30:00+00
899,1564583,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0313,2022/01/10 15:30:00+00
900,1564585,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0903,2022/01/12 07:00:00+00
901,1564586,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2022/01/11 18:00:00+00
902,1564588,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0505,2022/01/11 00:43:00+00
903,1564589,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1369,2022/01/11 16:58:00+00
904,1564591,2399,11,GRAND THEFT,487H(A) PC GRAND THEFT-BOAT,1,1B,0451,2022/01/05 22:30:00+00
905,1564592,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0775,2022/01/13 03:00:00+00
906,1564596,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1001,2022/01/13 01:14:00+00
907,1564614,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5A,1393,2022/01/12 19:20:00+00
908,1564618,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,1102,2022/01/10 18:06:00+00
909,1564621,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0969,2022/01/13 09:57:00+00
910,1564622,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0625,2022/01/13 09:13:00+00
911,1564625,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1062,2022/01/12 02:01:00+00
912,1564626,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,5,5A,1501,2022/01/03 07:59:00+00
913,1564628,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,6,6E,0886,2022/01/05 09:00:00+00
914,1564629,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,5,5C,1661,2022/01/04 12:00:00+00
915,1564631,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0771,2022/01/08 05:00:00+00
916,1564632,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1087,2022/01/10 19:45:00+00
917,1564633,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0937,2022/01/08 22:00:00+00
918,1564634,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0715,2022/01/09 12:10:00+00
919,1564635,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0877,2022/01/10 15:40:00+00
920,1564637,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3M,0752,2022/01/09 01:15:00+00
921,1564638,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0886,2022/01/10 01:40:00+00
922,1564639,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1019,2022/01/08 08:00:00+00
923,1564641,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0908,2022/01/11 03:00:00+00
924,1564642,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1402,2022/01/12 07:35:00+00
